event_id,event_time,user_id,session_id,event_type,product_id,category,brand,price,device,traffic_source,country
1321,2025-01-03 05:15:39,1255,S109683,view,459694,fashion.shoes,Nike,13159.74,mobile,organic,India
1322,2025-01-03 05:16:04,3334,S115531,view,865307,home.kitchen,Pigeon,9770.23,desktop,referral,India
1323,2025-01-03 05:16:41,3334,S115531,view,232994,home.kitchen,Havells,5249.95,desktop,referral,India
1324,2025-01-03 05:17:00,3334,S115531,view,985375,home.furniture,Pepperfry,17271.43,desktop,referral,India
1325,2025-01-03 05:18:26,3334,S115531,view,560225,beauty.fragrance,Engage,1481.37,desktop,referral,India
1326,2025-01-03 05:19:45,3334,S115531,view,481268,electronics.laptop,Acer,133870.2,desktop,referral,India
1327,2025-01-03 05:22:00,11262,S107278,view,174778,toys.games,Lego,13355.64,desktop,direct,India
1328,2025-01-03 05:23:00,7289,S100312,view,226238,fashion.shoes,Skechers,7718.41,mobile,organic,India
1329,2025-01-03 05:25:00,3334,S115531,add_to_cart,865307,home.kitchen,Pigeon,9770.23,desktop,referral,India
1330,2025-01-03 05:25:38,7289,S100312,view,652275,toys.games,Lego,8024.12,mobile,organic,India
1331,2025-01-03 05:26:00,8555,S115029,view,454093,electronics.smartphone,Apple,59690.69,mobile,organic,India
1332,2025-01-03 05:27:00,3113,S112628,view,859749,electronics.laptop,Lenovo,65825.15,mobile,direct,USA
1333,2025-01-03 05:27:22,7289,S100312,view,691427,toys.games,HotWheels,12234.59,mobile,organic,India
1334,2025-01-03 05:28:18,3113,S112628,view,642081,toys.games,HotWheels,860.43,mobile,direct,USA
1335,2025-01-03 05:31:00,11262,S107278,add_to_cart,174778,toys.games,Lego,13355.64,desktop,direct,India
1336,2025-01-03 05:31:48,3113,S112628,view,921686,home.kitchen,Philips,17695.37,mobile,direct,USA
1337,2025-01-03 05:32:40,3113,S112628,view,276576,toys.games,Funskool,5503.16,mobile,direct,USA
1338,2025-01-03 05:33:45,3113,S112628,view,763608,electronics.smartphone,Xiaomi,65988.11,mobile,direct,USA
1339,2025-01-03 05:35:00,11262,S107278,checkout,174778,toys.games,Lego,13355.64,desktop,direct,India
1340,2025-01-03 05:37:00,7289,S100312,add_to_cart,691427,toys.games,HotWheels,12234.59,mobile,organic,India
1341,2025-01-03 05:48:00,11262,S107278,purchase,174778,toys.games,Lego,13355.64,desktop,direct,India
1342,2025-01-03 05:52:00,8218,S109516,view,779617,sports.fitness,Nike,16702.15,mobile,paid_search,UK
1343,2025-01-03 05:54:00,7289,S100312,checkout,691427,toys.games,HotWheels,12234.59,mobile,organic,India
1344,2025-01-03 05:54:00,1588,S112956,view,974432,electronics.laptop,HP,119297.27,mobile,social,India
1345,2025-01-03 05:59:00,7289,S100312,purchase,691427,toys.games,HotWheels,12234.59,mobile,organic,India
1346,2025-01-03 06:07:00,4865,S114481,view,158898,sports.fitness,Cosco,15267.19,mobile,direct,India
1347,2025-01-03 06:09:00,901,S115276,view,434461,toys.games,Hasbro,7892.53,desktop,paid_search,India
1348,2025-01-03 06:10:00,2010,S111281,view,143741,fashion.mens_clothing,H&M,7209.81,mobile,organic,India
1349,2025-01-03 06:11:39,901,S115276,view,674834,electronics.smartphone,Realme,15164.21,desktop,paid_search,India
1350,2025-01-03 06:11:40,901,S115276,view,376608,home.kitchen,Bajaj,29566.51,desktop,paid_search,India
1351,2025-01-03 06:12:06,901,S115276,view,704745,beauty.skincare,Loreal,4218.2,desktop,paid_search,India
1352,2025-01-03 06:12:12,901,S115276,view,227126,fashion.mens_clothing,Adidas,3284.72,desktop,paid_search,India
1353,2025-01-03 06:14:00,4865,S114481,add_to_cart,158898,sports.fitness,Cosco,15267.19,mobile,direct,India
1354,2025-01-03 06:20:00,7077,S112685,view,890689,electronics.laptop,HP,141654.78,mobile,organic,USA
1355,2025-01-03 06:21:00,10050,S104687,view,323207,electronics.smartphone,Xiaomi,13402.36,mobile,organic,USA
1356,2025-01-03 06:21:32,10050,S104687,view,207756,sports.fitness,Nike,21600.33,mobile,organic,USA
1357,2025-01-03 06:22:00,453,S101820,view,989813,fashion.womens_clothing,Mango,3274.18,mobile,direct,Germany
1358,2025-01-03 06:22:55,7077,S112685,view,949195,toys.games,Mattel,12607.01,mobile,organic,USA
1359,2025-01-03 06:24:00,453,S101820,view,261165,fashion.mens_clothing,Nike,2236.24,mobile,direct,Germany
1360,2025-01-03 06:27:00,7077,S112685,add_to_cart,949195,toys.games,Mattel,12607.01,mobile,organic,USA
1361,2025-01-03 06:28:00,453,S101820,add_to_cart,989813,fashion.womens_clothing,Mango,3274.18,mobile,direct,Germany
1362,2025-01-03 06:28:00,5480,S111913,view,877580,electronics.audio,Sony,7356.19,desktop,organic,Brazil
1363,2025-01-03 06:29:54,5480,S111913,view,670118,electronics.audio,Boat,7356.03,desktop,organic,Brazil
1364,2025-01-03 06:30:08,5480,S111913,view,676841,beauty.fragrance,Yardley,4273.69,desktop,organic,Brazil
1365,2025-01-03 06:31:00,10987,S106251,view,509180,electronics.audio,Noise,11001.65,mobile,social,UK
1366,2025-01-03 06:34:00,10050,S104687,add_to_cart,323207,electronics.smartphone,Xiaomi,13402.36,mobile,organic,USA
1367,2025-01-03 06:34:00,5480,S111913,add_to_cart,676841,beauty.fragrance,Yardley,4273.69,desktop,organic,Brazil
1368,2025-01-03 06:36:00,10883,S113732,view,847533,beauty.skincare,Mamaearth,3972.62,mobile,organic,India
1369,2025-01-03 06:36:30,5480,S111913,view,218682,electronics.laptop,Dell,95727.45,desktop,organic,Brazil
1370,2025-01-03 06:45:00,7077,S112685,checkout,949195,toys.games,Mattel,12607.01,mobile,organic,USA
1371,2025-01-03 07:03:00,5432,S104950,view,489456,electronics.audio,Noise,17369.53,mobile,social,USA
1372,2025-01-03 07:05:00,7133,S102182,view,768296,home.kitchen,Pigeon,3409.37,mobile,referral,India
1373,2025-01-03 07:06:38,7133,S102182,view,323643,fashion.shoes,Puma,9947.06,mobile,referral,India
1374,2025-01-03 07:15:00,8042,S108753,view,456983,fashion.womens_clothing,Mango,7938.91,desktop,organic,Brazil
1375,2025-01-03 07:17:00,5114,S111129,view,380366,electronics.laptop,Asus,135672.94,mobile,paid_search,India
1376,2025-01-03 07:19:12,5114,S111129,view,364532,fashion.womens_clothing,Forever21,3651.13,mobile,paid_search,India
1377,2025-01-03 07:22:38,5114,S111129,view,151535,home.furniture,Nilkamal,72931.15,mobile,paid_search,India
1378,2025-01-03 07:23:00,5735,S107507,view,792575,home.furniture,Wakefit,59279.7,mobile,referral,India
1379,2025-01-03 07:24:00,11344,S101950,view,537019,home.furniture,Nilkamal,72327.91,tablet,paid_search,Brazil
1380,2025-01-03 07:24:00,8042,S108753,add_to_cart,456983,fashion.womens_clothing,Mango,7938.91,desktop,organic,Brazil
1381,2025-01-03 07:31:00,1491,S113985,view,224229,fashion.mens_clothing,Puma,6825.02,desktop,paid_search,India
1382,2025-01-03 07:36:00,8042,S108753,checkout,456983,fashion.womens_clothing,Mango,7938.91,desktop,organic,Brazil
1383,2025-01-03 07:45:00,8042,S108753,purchase,456983,fashion.womens_clothing,Mango,7938.91,desktop,organic,Brazil
1384,2025-01-03 07:52:00,6029,S117268,view,131400,sports.fitness,Adidas,1225.17,mobile,email,USA
1385,2025-01-03 07:52:27,6029,S117268,view,532479,beauty.skincare,Nivea,4182.19,mobile,email,USA
1386,2025-01-03 08:05:00,1679,S113674,view,842553,electronics.laptop,Lenovo,67972.26,desktop,organic,Brazil
1387,2025-01-03 08:07:00,4489,S111380,view,827744,sports.fitness,Yonex,3913.29,desktop,social,Brazil
1388,2025-01-03 08:23:00,4489,S111380,add_to_cart,827744,sports.fitness,Yonex,3913.29,desktop,social,Brazil
1389,2025-01-03 08:25:00,3934,S100343,view,194795,sports.fitness,Cosco,20582.22,mobile,organic,India
1390,2025-01-03 08:25:44,3934,S100343,view,847434,home.furniture,Wakefit,79817.27,mobile,organic,India
1391,2025-01-03 08:27:24,3934,S100343,view,428366,home.furniture,Wakefit,23095.26,mobile,organic,India
1392,2025-01-03 08:28:52,3934,S100343,view,849921,home.furniture,Wakefit,19006.27,mobile,organic,India
1393,2025-01-03 08:31:03,3934,S100343,view,587871,beauty.fragrance,Yardley,3994.48,mobile,organic,India
1394,2025-01-03 08:38:00,4489,S111380,checkout,827744,sports.fitness,Yonex,3913.29,desktop,social,Brazil
1395,2025-01-03 08:41:00,10250,S107138,view,185401,fashion.mens_clothing,Zara,4684.48,mobile,email,India
1396,2025-01-03 08:43:39,10250,S107138,view,248867,beauty.skincare,Nivea,987.34,mobile,email,India
1397,2025-01-03 08:44:00,4489,S111380,purchase,827744,sports.fitness,Yonex,3913.29,desktop,social,Brazil
1398,2025-01-03 08:44:48,10250,S107138,view,265983,home.kitchen,Prestige,5696.64,mobile,email,India
1399,2025-01-03 08:47:33,10250,S107138,view,858698,electronics.smartphone,Apple,70762.48,mobile,email,India
1400,2025-01-03 08:55:00,9715,S117100,view,253133,toys.games,HotWheels,2652.71,mobile,organic,India
1401,2025-01-03 08:56:21,9715,S117100,view,307948,sports.fitness,Decathlon,7455.21,mobile,organic,India
1402,2025-01-03 09:02:00,6591,S109410,view,679028,electronics.audio,Sony,3056.85,mobile,email,India
1403,2025-01-03 09:03:05,6591,S109410,view,272371,fashion.womens_clothing,Mango,5515.57,mobile,email,India
1404,2025-01-03 09:05:04,6591,S109410,view,924022,sports.fitness,Nike,24826.08,mobile,email,India
1405,2025-01-03 09:15:00,6591,S109410,add_to_cart,924022,sports.fitness,Nike,24826.08,mobile,email,India
1406,2025-01-03 09:15:00,2494,S110197,view,818676,fashion.mens_clothing,H&M,4581.62,mobile,organic,India
1407,2025-01-03 09:16:00,4721,S111218,view,258333,sports.fitness,Yonex,14854.42,mobile,social,Germany
1408,2025-01-03 09:17:33,2494,S110197,view,422181,electronics.laptop,Dell,73399.62,mobile,organic,India
1409,2025-01-03 09:18:00,9690,S107906,view,195069,beauty.fragrance,Fogg,1951.66,desktop,email,USA
1410,2025-01-03 09:20:11,9690,S107906,view,739513,fashion.womens_clothing,Mango,478.95,desktop,email,USA
1411,2025-01-03 09:29:00,2494,S110197,add_to_cart,422181,electronics.laptop,Dell,73399.62,mobile,organic,India
1412,2025-01-03 09:33:00,10668,S116842,view,925999,home.kitchen,Philips,23317.55,desktop,organic,USA
1413,2025-01-03 09:35:57,10668,S116842,view,666487,fashion.shoes,Reebok,3366.42,desktop,organic,USA
1414,2025-01-03 09:37:00,8647,S109571,view,771310,toys.games,Funskool,12092.45,mobile,organic,UK
1415,2025-01-03 09:38:00,652,S108614,view,598060,electronics.laptop,Acer,132847.39,mobile,paid_search,India
1416,2025-01-03 09:39:57,652,S108614,view,947395,sports.fitness,Decathlon,17942.0,mobile,paid_search,India
1417,2025-01-03 09:48:00,10668,S116842,add_to_cart,666487,fashion.shoes,Reebok,3366.42,desktop,organic,USA
1418,2025-01-03 09:48:00,544,S117598,view,987297,toys.games,HotWheels,5032.65,mobile,organic,Germany
1419,2025-01-03 09:55:00,10668,S116842,remove_from_cart,666487,fashion.shoes,Reebok,3366.42,desktop,organic,USA
1420,2025-01-03 10:19:00,1482,S114011,view,892120,home.kitchen,Prestige,15315.29,mobile,organic,UK
1421,2025-01-03 10:21:00,7059,S116251,view,567495,sports.fitness,Cosco,5153.83,desktop,organic,India
1422,2025-01-03 10:23:00,747,S113995,view,362945,toys.games,HotWheels,11286.6,mobile,paid_search,Germany
1423,2025-01-03 10:24:01,747,S113995,view,141556,electronics.smartphone,OnePlus,88751.88,mobile,paid_search,Germany
1424,2025-01-03 10:25:00,11976,S117010,view,540992,fashion.mens_clothing,Zara,4330.4,mobile,paid_search,India
1425,2025-01-03 10:26:32,747,S113995,view,399308,electronics.smartphone,Apple,31796.94,mobile,paid_search,Germany
1426,2025-01-03 10:27:30,11976,S117010,view,541107,electronics.smartphone,Apple,88344.55,mobile,paid_search,India
1427,2025-01-03 10:29:00,1482,S114011,add_to_cart,892120,home.kitchen,Prestige,15315.29,mobile,organic,UK
1428,2025-01-03 10:29:24,11976,S117010,view,838218,electronics.laptop,Dell,70924.05,mobile,paid_search,India
1429,2025-01-03 10:31:00,747,S113995,add_to_cart,362945,toys.games,HotWheels,11286.6,mobile,paid_search,Germany
1430,2025-01-03 10:45:00,1482,S114011,checkout,892120,home.kitchen,Prestige,15315.29,mobile,organic,UK
1431,2025-01-03 10:47:00,747,S113995,checkout,362945,toys.games,HotWheels,11286.6,mobile,paid_search,Germany
1432,2025-01-03 10:50:00,2700,S105727,view,615162,home.furniture,Pepperfry,40221.06,desktop,social,Brazil
1433,2025-01-03 10:51:36,2700,S105727,view,660984,beauty.skincare,Loreal,589.92,desktop,social,Brazil
1434,2025-01-03 10:52:00,1482,S114011,purchase,892120,home.kitchen,Prestige,15315.29,mobile,organic,UK
1435,2025-01-03 10:54:42,2700,S105727,view,610765,home.kitchen,Bajaj,987.06,desktop,social,Brazil
1436,2025-01-03 10:57:52,2700,S105727,view,769577,home.kitchen,Pigeon,7413.86,desktop,social,Brazil
1437,2025-01-03 10:57:57,2700,S105727,view,702760,beauty.skincare,Plum,2606.97,desktop,social,Brazil
1438,2025-01-03 11:16:00,1117,S115438,view,639011,home.kitchen,Pigeon,2222.62,mobile,organic,USA
1439,2025-01-03 11:18:30,1117,S115438,view,834750,beauty.fragrance,Fogg,5876.25,mobile,organic,USA
1440,2025-01-03 11:19:18,1117,S115438,view,378093,electronics.laptop,Dell,66572.76,mobile,organic,USA
1441,2025-01-03 11:19:48,1117,S115438,view,747065,electronics.smartphone,Realme,39141.48,mobile,organic,USA
1442,2025-01-03 11:21:00,5893,S100006,view,882482,electronics.laptop,Dell,71352.28,mobile,organic,UK
1443,2025-01-03 11:21:54,5893,S100006,view,969276,beauty.fragrance,Yardley,3629.53,mobile,organic,UK
1444,2025-01-03 11:25:00,5399,S107462,view,555146,electronics.audio,Boat,17454.98,mobile,organic,UK
1445,2025-01-03 11:25:44,5399,S107462,view,844819,electronics.laptop,Dell,126877.94,mobile,organic,UK
1446,2025-01-03 11:25:54,5399,S107462,view,675872,sports.fitness,Yonex,16093.29,mobile,organic,UK
1447,2025-01-03 11:26:00,5893,S100006,view,917562,electronics.smartphone,Xiaomi,87652.1,mobile,organic,UK
1448,2025-01-03 11:26:39,5399,S107462,view,689120,home.kitchen,Philips,3100.25,mobile,organic,UK
1449,2025-01-03 11:27:32,1117,S115438,view,544268,beauty.fragrance,WildStone,2358.95,mobile,organic,USA
1450,2025-01-03 11:29:15,1117,S115438,view,963254,beauty.fragrance,WildStone,3428.52,mobile,organic,USA
1451,2025-01-03 11:29:44,5399,S107462,view,719371,beauty.fragrance,Fogg,2993.47,mobile,organic,UK
1452,2025-01-03 11:36:00,4232,S100858,view,529610,fashion.womens_clothing,Levis,6047.89,mobile,social,USA
1453,2025-01-03 11:40:00,5399,S107462,add_to_cart,555146,electronics.audio,Boat,17454.98,mobile,organic,UK
1454,2025-01-03 11:45:00,7757,S106946,view,936354,home.kitchen,Philips,28879.4,mobile,referral,USA
1455,2025-01-03 11:49:00,5399,S107462,checkout,555146,electronics.audio,Boat,17454.98,mobile,organic,UK
1456,2025-01-03 11:50:00,9517,S109027,view,790343,toys.games,Lego,2115.94,mobile,organic,India
1457,2025-01-03 11:50:44,9517,S109027,view,758800,fashion.shoes,Reebok,1475.89,mobile,organic,India
1458,2025-01-03 11:51:02,9517,S109027,view,461503,electronics.laptop,Acer,90354.22,mobile,organic,India
1459,2025-01-03 11:53:00,10620,S112758,view,601425,fashion.shoes,Skechers,6653.09,mobile,social,UK
1460,2025-01-03 11:53:29,10620,S112758,view,455009,electronics.audio,Sony,3547.6,mobile,social,UK
1461,2025-01-03 11:55:00,5993,S102643,view,468932,beauty.fragrance,Fogg,2434.75,mobile,social,Brazil
1462,2025-01-03 11:56:00,5399,S107462,purchase,555146,electronics.audio,Boat,17454.98,mobile,organic,UK
1463,2025-01-03 11:57:00,6143,S103625,view,897551,sports.fitness,Decathlon,23181.59,desktop,organic,Brazil
1464,2025-01-03 11:57:39,5993,S102643,view,264601,fashion.mens_clothing,Zara,4199.65,mobile,social,Brazil
1465,2025-01-03 11:57:45,6143,S103625,view,676353,toys.games,Lego,4573.66,desktop,organic,Brazil
1466,2025-01-03 11:59:54,6143,S103625,view,849031,beauty.skincare,Loreal,1837.35,desktop,organic,Brazil
1467,2025-01-03 12:00:10,5993,S102643,view,444344,beauty.fragrance,Engage,1393.2,mobile,social,Brazil
1468,2025-01-03 12:00:21,6143,S103625,view,308080,beauty.skincare,Nivea,3518.38,desktop,organic,Brazil
1469,2025-01-03 12:00:39,5993,S102643,view,823565,electronics.smartphone,OnePlus,7146.74,mobile,social,Brazil
1470,2025-01-03 12:03:00,6143,S103625,view,743848,fashion.womens_clothing,Levis,7391.1,desktop,organic,Brazil
1471,2025-01-03 12:11:00,5480,S111048,view,683324,fashion.mens_clothing,Zara,5013.28,mobile,direct,Germany
1472,2025-01-03 12:23:00,1873,S104912,view,236951,electronics.audio,Sony,2695.66,mobile,organic,Germany
1473,2025-01-03 12:23:28,1873,S104912,view,322591,electronics.laptop,Lenovo,53662.92,mobile,organic,Germany
1474,2025-01-03 12:28:00,11754,S114225,view,937293,beauty.fragrance,Engage,684.77,mobile,social,UK
1475,2025-01-03 12:35:00,10038,S114283,view,344287,beauty.skincare,Loreal,833.22,mobile,social,USA
1476,2025-01-03 12:37:46,10038,S114283,view,430573,electronics.smartphone,Xiaomi,33953.0,mobile,social,USA
1477,2025-01-03 12:37:51,10038,S114283,view,337491,toys.games,Hasbro,7026.76,mobile,social,USA
1478,2025-01-03 12:38:00,8849,S115659,view,792330,toys.games,HotWheels,12763.09,mobile,email,Brazil
1479,2025-01-03 12:39:58,10038,S114283,view,650354,beauty.fragrance,Engage,4618.56,mobile,social,USA
1480,2025-01-03 12:41:00,8104,S115336,view,734705,electronics.laptop,Acer,54925.44,desktop,social,Brazil
1481,2025-01-03 12:46:00,8849,S115659,add_to_cart,792330,toys.games,HotWheels,12763.09,mobile,email,Brazil
1482,2025-01-03 12:48:00,4346,S110153,view,196783,fashion.womens_clothing,Levis,6614.62,mobile,social,India
1483,2025-01-03 12:48:37,4346,S110153,view,837067,electronics.smartphone,Samsung,51965.2,mobile,social,India
1484,2025-01-03 12:53:00,10221,S116637,view,337563,home.kitchen,Bajaj,1829.28,mobile,paid_search,Brazil
1485,2025-01-03 12:53:59,10221,S116637,view,865307,home.kitchen,Pigeon,14604.41,mobile,paid_search,Brazil
1486,2025-01-03 12:55:00,8849,S115659,checkout,792330,toys.games,HotWheels,12763.09,mobile,email,Brazil
1487,2025-01-03 13:04:00,4827,S100582,view,922093,fashion.mens_clothing,Zara,2365.98,tablet,organic,USA
1488,2025-01-03 13:04:42,4827,S100582,view,563108,electronics.audio,Sennheiser,7418.73,tablet,organic,USA
1489,2025-01-03 13:11:00,11620,S105768,view,803232,electronics.smartphone,Xiaomi,20008.49,mobile,paid_search,UK
1490,2025-01-03 13:13:52,11620,S105768,view,953209,electronics.smartphone,Realme,54444.29,mobile,paid_search,UK
1491,2025-01-03 13:14:00,8732,S109722,view,283463,sports.fitness,Nike,19767.59,mobile,organic,India
1492,2025-01-03 13:14:20,11620,S105768,view,240523,fashion.mens_clothing,Zara,3804.54,mobile,paid_search,UK
1493,2025-01-03 13:14:36,11620,S105768,view,880317,beauty.fragrance,WildStone,5711.47,mobile,paid_search,UK
1494,2025-01-03 13:15:00,11620,S105768,view,187800,beauty.skincare,Loreal,2260.14,mobile,paid_search,UK
1495,2025-01-03 13:15:30,11620,S105768,view,245490,electronics.smartphone,Realme,65679.6,mobile,paid_search,UK
1496,2025-01-03 13:15:53,8732,S109722,view,312649,beauty.skincare,Mamaearth,3376.73,mobile,organic,India
1497,2025-01-03 13:19:04,8732,S109722,view,258130,electronics.laptop,Dell,33290.3,mobile,organic,India
1498,2025-01-03 13:21:45,8732,S109722,view,104535,electronics.laptop,Lenovo,105593.39,mobile,organic,India
1499,2025-01-03 13:28:00,10797,S100517,view,863080,beauty.fragrance,WildStone,1815.1,mobile,organic,USA
1500,2025-01-03 13:52:00,185,S113052,view,379696,fashion.womens_clothing,Mango,2893.36,mobile,organic,Brazil
1501,2025-01-03 13:54:39,185,S113052,view,761232,beauty.skincare,Plum,4501.82,mobile,organic,Brazil
1502,2025-01-03 13:58:00,185,S113052,add_to_cart,761232,beauty.skincare,Plum,4501.82,mobile,organic,Brazil
1503,2025-01-03 14:02:00,3178,S100242,view,630210,electronics.audio,Sennheiser,16941.78,desktop,social,India
1504,2025-01-03 14:02:00,3957,S114095,view,733185,electronics.audio,Sony,17607.8,desktop,social,Brazil
1505,2025-01-03 14:02:29,3957,S114095,view,191985,toys.games,Funskool,12881.37,desktop,social,Brazil
1506,2025-01-03 14:05:00,3957,S114095,add_to_cart,733185,electronics.audio,Sony,17607.8,desktop,social,Brazil
1507,2025-01-03 14:07:34,3957,S114095,view,823355,electronics.audio,Sony,9300.07,desktop,social,Brazil
1508,2025-01-03 14:12:00,3957,S114095,checkout,733185,electronics.audio,Sony,17607.8,desktop,social,Brazil
1509,2025-01-03 14:13:00,185,S113052,checkout,761232,beauty.skincare,Plum,4501.82,mobile,organic,Brazil
1510,2025-01-03 14:14:00,185,S113052,purchase,761232,beauty.skincare,Plum,4501.82,mobile,organic,Brazil
1511,2025-01-03 14:18:00,3957,S114095,purchase,733185,electronics.audio,Sony,17607.8,desktop,social,Brazil
1512,2025-01-03 14:30:00,10547,S102630,view,561486,home.furniture,Ikea,25477.05,mobile,direct,Brazil
1513,2025-01-03 14:31:30,10547,S102630,view,159387,beauty.fragrance,WildStone,3982.74,mobile,direct,Brazil
1514,2025-01-03 14:34:00,6836,S104743,view,948539,fashion.womens_clothing,Mango,8841.46,mobile,organic,India
1515,2025-01-03 14:34:20,10547,S102630,view,836199,fashion.womens_clothing,Mango,4214.16,mobile,direct,Brazil
1516,2025-01-03 14:34:39,6836,S104743,view,240784,fashion.shoes,Skechers,9492.99,mobile,organic,India
1517,2025-01-03 14:39:10,6836,S104743,view,489437,electronics.smartphone,Apple,49733.58,mobile,organic,India
1518,2025-01-03 14:59:00,10880,S116175,view,825257,sports.fitness,Yonex,19298.63,desktop,organic,USA
1519,2025-01-03 15:01:00,10880,S116175,view,314766,beauty.fragrance,Fogg,1181.46,desktop,organic,USA
1520,2025-01-03 15:04:00,1093,S103098,view,474386,electronics.laptop,Acer,127463.94,desktop,organic,India
1521,2025-01-03 15:04:21,1093,S103098,view,816114,home.furniture,Nilkamal,23182.69,desktop,organic,India
1522,2025-01-03 15:06:12,1093,S103098,view,574026,electronics.audio,Boat,631.81,desktop,organic,India
1523,2025-01-03 15:06:52,1093,S103098,view,982173,toys.games,Funskool,3401.86,desktop,organic,India
1524,2025-01-03 15:07:00,1093,S103098,add_to_cart,893721,fashion.womens_clothing,Mango,3098.42,desktop,organic,India
1525,2025-01-03 15:10:00,6009,S108673,view,659386,fashion.womens_clothing,Zara,7413.94,mobile,social,USA
1526,2025-01-03 15:11:00,1093,S103098,checkout,893721,fashion.womens_clothing,Mango,3098.42,desktop,organic,India
1527,2025-01-03 15:11:07,6009,S108673,view,323021,electronics.smartphone,Samsung,15453.59,mobile,social,USA
1528,2025-01-03 15:12:44,1093,S103098,view,893721,fashion.womens_clothing,Mango,3098.42,desktop,organic,India
1529,2025-01-03 15:19:00,6009,S108673,add_to_cart,323021,electronics.smartphone,Samsung,15453.59,mobile,social,USA
1530,2025-01-03 15:21:00,1093,S103098,purchase,893721,fashion.womens_clothing,Mango,3098.42,desktop,organic,India
1531,2025-01-03 15:21:00,3287,S110947,view,440276,home.kitchen,Pigeon,11609.19,mobile,email,USA
1532,2025-01-03 15:23:23,3287,S110947,view,671290,home.kitchen,Prestige,25642.33,mobile,email,USA
1533,2025-01-03 15:26:00,1923,S113588,view,550058,home.furniture,UrbanLadder,71384.72,mobile,organic,India
1534,2025-01-03 15:27:42,1923,S113588,view,845309,fashion.shoes,Adidas,12542.6,mobile,organic,India
1535,2025-01-03 15:28:31,1923,S113588,view,280138,home.kitchen,Philips,29846.04,mobile,organic,India
1536,2025-01-03 15:30:00,2357,S100538,view,921519,fashion.mens_clothing,Zara,575.92,mobile,direct,India
1537,2025-01-03 15:34:33,1923,S113588,view,278556,toys.games,Mattel,5518.79,mobile,organic,India
1538,2025-01-03 15:53:00,1219,S105933,view,522893,sports.fitness,Nike,7848.74,mobile,paid_search,India
1539,2025-01-03 15:55:41,1219,S105933,view,728831,electronics.audio,Sony,6389.35,mobile,paid_search,India
1540,2025-01-03 15:57:48,1219,S105933,view,852910,fashion.mens_clothing,Nike,5453.24,mobile,paid_search,India
1541,2025-01-03 15:57:54,1219,S105933,view,652957,beauty.skincare,Plum,2121.56,mobile,paid_search,India
1542,2025-01-03 16:05:00,577,S108987,view,704856,beauty.skincare,Mamaearth,2520.23,mobile,organic,Germany
1543,2025-01-03 16:08:00,8805,S108404,view,201201,fashion.shoes,Nike,12257.57,mobile,paid_search,India
1544,2025-01-03 16:09:07,8805,S108404,view,307032,electronics.audio,JBL,17705.06,mobile,paid_search,India
1545,2025-01-03 16:12:00,4498,S101918,view,696411,sports.fitness,Cosco,21143.7,tablet,organic,UK
1546,2025-01-03 16:14:02,4498,S101918,view,748259,electronics.audio,JBL,20597.19,tablet,organic,UK
1547,2025-01-03 16:15:00,3664,S113532,view,200971,beauty.fragrance,WildStone,1859.29,mobile,social,India
1548,2025-01-03 16:16:00,4576,S102719,view,944565,toys.games,Hasbro,13179.29,desktop,direct,USA
1549,2025-01-03 16:16:24,3664,S113532,view,475911,beauty.fragrance,Yardley,5705.57,mobile,social,India
1550,2025-01-03 16:16:36,3664,S113532,view,875615,sports.fitness,Decathlon,14742.01,mobile,social,India
1551,2025-01-03 16:16:42,3664,S113532,view,526437,electronics.smartphone,OnePlus,76560.62,mobile,social,India
1552,2025-01-03 16:17:06,4498,S101918,view,635672,electronics.laptop,HP,126360.42,tablet,organic,UK
1553,2025-01-03 16:17:06,4576,S102719,view,261096,fashion.womens_clothing,Zara,4908.14,desktop,direct,USA
1554,2025-01-03 16:18:00,3664,S113532,add_to_cart,558868,home.kitchen,Prestige,8463.38,mobile,social,India
1555,2025-01-03 16:19:08,4576,S102719,view,367508,beauty.skincare,Mamaearth,2262.33,desktop,direct,USA
1556,2025-01-03 16:20:54,4576,S102719,view,326025,toys.games,HotWheels,11891.03,desktop,direct,USA
1557,2025-01-03 16:21:00,10874,S113804,view,571986,electronics.audio,Sennheiser,11495.63,mobile,organic,USA
1558,2025-01-03 16:21:28,4576,S102719,view,660058,electronics.smartphone,Xiaomi,19980.12,desktop,direct,USA
1559,2025-01-03 16:23:00,3664,S113532,view,600273,home.furniture,Ikea,63913.61,mobile,social,India
1560,2025-01-03 16:24:20,3664,S113532,view,558868,home.kitchen,Prestige,8463.38,mobile,social,India
1561,2025-01-03 16:36:00,2434,S114060,view,231320,toys.games,Mattel,11734.52,mobile,organic,India
1562,2025-01-03 16:38:01,2434,S114060,view,678424,sports.fitness,Adidas,9427.1,mobile,organic,India
1563,2025-01-03 16:46:00,7812,S113428,view,890462,home.furniture,Wakefit,49361.75,mobile,email,India
1564,2025-01-03 16:48:31,7812,S113428,view,507009,toys.games,Mattel,4756.97,mobile,email,India
1565,2025-01-03 16:51:50,7812,S113428,view,305586,toys.games,Hasbro,621.17,mobile,email,India
1566,2025-01-03 16:52:48,7812,S113428,view,876503,fashion.womens_clothing,Forever21,3302.49,mobile,email,India
1567,2025-01-03 17:07:00,1815,S101626,view,235675,home.kitchen,Philips,12970.1,mobile,social,USA
1568,2025-01-03 17:09:00,1815,S101626,add_to_cart,235675,home.kitchen,Philips,12970.1,mobile,social,USA
